session_id,target
1,0.00042537672995
2,4.30546455714e-06
3,2.46145773658e-06
4,1.60267689704e-06
5,0.000274830487978
6,0.00010383628325
7,0.00361265961657
8,0.00245206316846
9,0.000187724543256
10,0.00368230804482
11,0.000179080650725
12,2.2965622393e-05
13,0.000108364186095
14,0.0241060840019
15,0.00121829804508
16,0.000451923074643
17,0.0230767968509
18,2.17533407575e-05
19,0.00294741848281
20,2.86461457197e-06
21,0.0395329827053
22,4.38975023315e-05
23,0.000310344904172
24,0.0144357679615
25,0.0855487644245
26,2.34022836314e-05
27,0.000194972922481
28,1.66714659386e-06
29,0.0230733172316
30,0.00204404182027
31,0.0253859641018
32,0.018226622907
33,0.000191844675222
34,9.62357056378e-06
35,0.0174967649894
36,0.000231522348315
37,2.30278482808e-07
38,4.09751071772e-06
39,0.000574409520166
40,1.6617620645e-05
41,0.00215711134283
42,0.00700214068095
43,0.000158478668318
44,0.000149074538886
45,0.114205518346
46,0.000368777996122
47,0.000435005139564
48,9.10029455146e-05
49,0.000337003681351
50,1.34892086109e-05
51,6.80875732661e-07
52,0.000179629770348
53,0.0234558378312
54,0.000654880937899
55,0.000663124639609
56,0.0232836672878
57,3.07778313735e-06
58,2.96562445986e-05
59,3.03033819775e-05
60,3.65413560332e-06
61,1.47473159744e-05
62,0.000337842514687
63,2.31222994997e-05
64,0.000895066341302
65,1.61013211735e-05
66,8.97961014731e-06
67,0.000247418895774
68,0.00219902797105
69,0.0597838609335
70,7.02991919888e-05
71,0.00103360855676
72,0.000677394063514
73,0.18006461351
74,9.22757689525e-05
75,0.000299943618956
76,0.00326034663482
77,0.00219841674338
78,0.00568484215974
79,0.000224765058979
80,1.24168814847e-05
81,2.09034904161e-05
82,0.0023675835043
83,2.45561502421e-06
84,0.498355365863
85,0.000243721405122
86,7.9797293263e-06
87,0.00619325908521
88,0.00154613847575
89,0.00210115016756
90,0.0569878551143
91,5.0373809843e-05
92,7.9590417764e-06
93,0.0479976058753
94,0.000232458599428
95,0.0895397936124
96,4.69645884256e-06
97,0.0018581130544
98,3.36885676646e-05
99,3.63490888121e-05
100,0.000247590462838
101,8.26058614063e-05
102,0.127429176863
103,0.000269045826148
104,0.000389839651631
105,3.84822196865e-05
106,8.76425883598e-05
107,0.0178198887243
108,0.000302615747995
109,1.15615354611e-05
110,1.95787648857e-05
111,0.000566958102343
112,1.13233217068e-06
113,0.000713850249938
114,4.75428273849e-06
115,6.20034553385e-05
116,1.85729164125e-05
117,0.000275511076704
118,0.00593033879538
119,0.000308051309988
120,0.0015001747347
121,2.89404510369e-05
122,3.80611314379e-05
123,8.08441035624e-05
124,0.000420070755834
125,0.00238164688077
126,4.38960104489e-06
127,3.37763274525e-06
128,8.07119401049e-05
129,0.00534406676087
130,0.00673760636188
131,0.000325705056157
132,0.00421658082652
133,0.00322281894188
134,9.22296078016e-05
135,4.83216672048e-06
136,0.0017203025093
137,0.000106888318727
138,0.0057239572146
139,1.10495285386e-05
140,0.000131302435419
141,1.05405977897e-06
142,5.31763231749e-05
143,0.000203520182203
144,0.00515263720249
145,2.8781390471e-06
146,0.000837384293778
147,0.00010284386377
148,0.00469602695546
149,0.00339724171293
150,0.0357767260371
151,3.35265075872e-06
152,0.0206203164782
153,0.000100572718055
154,0.00016906921478
155,0.00031953243873
